id,stage,billNumber,sessionYear,chamber,patronName,patronLISId,legislatorId,districtCode,itemNumber,subItem,agencyCode,agencyName,secretariatCode,spendingCategoryId,fiscalYear,deltaGF,deltaNGF,netAmount,isIncrease,isLanguageOnly,descriptionShort,descriptionFull,primaryRecipientName,recipientRawText,recipientConfidence,sourcePdfPath,sourcePage,sourceLineHint,createdAt,updatedAt
HB1600-2025-member-10-011,member_request,HB1600,2025,House,Hayes,,,,10,,,Legislative Department FY24-25 FY25-26,,legislative,,20000.0,0.0,20000.0,True,False,"This amendment provides $20,000 each year from the general fund to increase the base budget
for the Commission to reflect operational cost i","This amendment provides $20,000 each year from the general fund to increase the base budget
for the Commission to reflect operational cost increases.",the Commission to reflect operational cost increases,for the Commission to reflect operational cost increases,0.95,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,5,Hayes,2025-11-21T11:06:31.101479-05:00,
HB1600-2025-member-12-012,member_request,HB1600,2025,House,Simon,,,,12,,,Legislative Department FY24-25 FY25-26,,legislative,,75000.0,0.0,75000.0,True,False,"This amendment provides $75,000 the second year from the general fund to increase the base
appropriation for the Council to reflect operatio","This amendment provides $75,000 the second year from the general fund to increase the base
appropriation for the Council to reflect operational cost increases.",the Council to reflect operational cost increases,for the Council to reflect operational cost increases,0.8,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,5,Simon,2025-11-21T11:06:31.102117-05:00,
HB1600-2025-member-12-013,member_request,HB1600,2025,House,Simon,,,,12,,,Legislative Department FY24-25 FY25-26,,legislative,,191000.0,0.0,191000.0,True,False,"This amendment provides $191,000 the second year from the general fund and two positions to
increase staffing for the Council to address gro","This amendment provides $191,000 the second year from the general fund and two positions to
increase staffing for the Council to address growing workload requirements, particularly with
regard to the statewide training for state and local officials and requests for formal and informal
opinions.",the Council to address growing workload requirements,"for the Council to address growing workload requirements, particularly with regard to the statewide training for state and local officials and requests for formal and informal opinions",0.8,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,6,Simon,2025-11-21T11:06:31.103079-05:00,
HB1600-2025-member-20-014,member_request,HB1600,2025,House,Sickles,,,,20,,,Legislative Department FY24-25 FY25-26,,legislative,,175000.0,0.0,175000.0,True,False,"This amendment provides $175,000 the second year from the general fund to accept transfer of
a health policy analyst position from the Joint","This amendment provides $175,000 the second year from the general fund to accept transfer of
a health policy analyst position from the Joint Legislative Audit and Review Commission
(JLARC",,,,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,6,Sickles,2025-11-21T11:06:31.103454-05:00,
HB1600-2025-member-20-015,member_request,HB1600,2025,House,Willett,,,,20,,,Legislative Department FY24-25 FY25-26,,legislative,,175000.0,0.0,175000.0,True,False,"This amendment provides $175,000 the second year from the general fund to increase staffing
for the commission to address workload increases","This amendment provides $175,000 the second year from the general fund to increase staffing
for the commission to address workload increases.",the commission to address workload increases,for the commission to address workload increases,0.95,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,7,Willett,2025-11-21T11:06:31.103906-05:00,
HB1600-2025-member-22-016,member_request,HB1600,2025,House,Martinez,,,,22,,,Legislative Department FY24-25 FY25-26,,legislative,,250000.0,0.0,250000.0,True,False,"This amendment provides $250,000 the second year from the general fund to support costs
associated with House Joint Resolution 441, which di","This amendment provides $250,000 the second year from the general fund to support costs
associated with House Joint Resolution 441, which directs the Commission on Youth to
undertake a study on policies to support student mental health in Virginia's elementary and
secondary schools. This is a placeholder amendment until the final fiscal impact is known.",,,,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,7,Martinez,2025-11-21T11:06:31.104064-05:00,
HB1600-2025-member-23-017,member_request,HB1600,2025,House,Hope,,,,23,,,Legislative Department FY24-25 FY25-26,,legislative,,25000.0,0.0,25000.0,True,False,"This amendment provides $25,000 the second year from the general fund to support costs
associated with an ongoing serology study.","This amendment provides $25,000 the second year from the general fund to support costs
associated with an ongoing serology study.",,,,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,7,Hope,2025-11-21T11:06:31.104205-05:00,
HB1600-2025-member-23-018,member_request,HB1600,2025,House,Hope,,,,23,,,Legislative Department FY24-25 FY25-26,,legislative,,250000.0,0.0,250000.0,True,False,"This amendment provides $250,000 the second year from the general fund to support
additional staffing costs for the Virginia State Crime Com","This amendment provides $250,000 the second year from the general fund to support
additional staffing costs for the Virginia State Crime Commission. The positions to support
these costs were provided previously.",the Virginia State Crime Commission,for the Virginia State Crime Commission,0.95,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,8,Hope,2025-11-21T11:06:31.104634-05:00,
HB1600-2025-member-25-019,member_request,HB1600,2025,House,Sickles,,,,25,,,Legislative Department FY24-25 FY25-26,,legislative,,0.0,0.0,0.0,False,True,"This amendment removes $175,000 the second year from the general fund to transfer a health
policy analyst position from the Joint Legislativ","This amendment removes $175,000 the second year from the general fund to transfer a health
policy analyst position from the Joint Legislative Audit and Review Commission (JLARC",,,,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,8,Sickles,2025-11-21T11:06:31.104868-05:00,
HB1600-2025-member-25-020,member_request,HB1600,2025,House,Simon,,,,25,,,Legislative Department FY24-25 FY25-26,,legislative,,50000.0,0.0,50000.0,True,False,"This amendment provides $50,000 the second year from the general fund to support costs
associated with the implementation of House Joint Res","This amendment provides $50,000 the second year from the general fund to support costs
associated with the implementation of House Joint Resolution 440, which directs the
8 Item Order
Request to Amend House Bill 1600, as Introduced
Commission to study the removal of books from public school libraries between July 1, 2020,
and December 31, 2024. This is a placeholder amendment until the final fiscal impact is
known.",,,,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,8,Simon,2025-11-21T11:06:31.105087-05:00,
HB1600-2025-member-25-021,member_request,HB1600,2025,House,Simon,,,,25,,,Legislative Department FY24-25 FY25-26,,legislative,,50000.0,0.0,50000.0,True,False,"This amendment provides $50,000 the second year from the general fund to support costs
associated with the implementation of House Bill 2171","This amendment provides $50,000 the second year from the general fund to support costs
associated with the implementation of House Bill 2171, which directs the Commission to study
iGaming in the Commonwealth. This is a placeholder amendment until the final fiscal impact is
known.",,,,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,9,Simon,2025-11-21T11:06:31.105255-05:00,
HB1600-2025-member-28-022,member_request,HB1600,2025,House,Tran,,,,28,,,Judicial Department FY24-25 FY25-26,,judicial,,100000.0,0.0,100000.0,True,False,"This amendment provides $100,000 the second year from the general fund to support costs
associated with legislation to be introduced regardi","This amendment provides $100,000 the second year from the general fund to support costs
associated with legislation to be introduced regarding court findings for a proceeding for
guardianship or conservatorship, and how those findings subsequently impact determinations
regarding a person's competency to vote. This is a placeholder amendment until the final cost
impact is known.",,,,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,9,Tran,2025-11-21T11:06:31.105618-05:00,
HB1600-2025-member-28-023,member_request,HB1600,2025,House,Mundon King,,,,28,,,Judicial Department FY24-25 FY25-26,,judicial,,250000.0,0.0,250000.0,True,False,"This amendment provides $250,000 each year from the general fund to support judicial and
administrative training costs associated with House","This amendment provides $250,000 each year from the general fund to support judicial and
administrative training costs associated with House Bill 2387. This is a placeholder amendment
until the final cost impact is known.",,,,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,9,Mundon King,2025-11-21T11:06:31.105785-05:00,
HB1600-2025-member-28-024,member_request,HB1600,2025,House,Wilt,,,,28,,,Judicial Department FY24-25 FY25-26,,judicial,,50000.0,0.0,50000.0,True,False,"This amendment provides $50,000 the second year from the general fund to support costs
associated with House Bill 2357 regarding jury commis","This amendment provides $50,000 the second year from the general fund to support costs
associated with House Bill 2357 regarding jury commissioning. This is a placeholder
amendment until the final cost impact is known.",,,,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,10,Wilt,2025-11-21T11:06:31.106113-05:00,
HB1600-2025-member-28-025,member_request,HB1600,2025,House,Hernandez,,,,28,,,Judicial Department FY24-25 FY25-26,,judicial,,50000.0,0.0,50000.0,True,False,"This amendment provides $50,000 the second year from the general fund to support costs
associated with House Bill 2351, which removes the $2","This amendment provides $50,000 the second year from the general fund to support costs
associated with House Bill 2351, which removes the $25 million cap currently in place for
suspension bonds and irrevocable letters of credit for appellants during the pendency of an
appeal of a civil action. This is a placeholder amendment until the final cost impact is known.",,,,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,10,Hernandez,2025-11-21T11:06:31.106633-05:00,
HB1600-2025-member-28-026,member_request,HB1600,2025,House,Herring,,,,28,,,Judicial Department FY24-25 FY25-26,,judicial,,300561.0,0.0,300561.0,True,False,"This amendment provides $300,561 the second year from the general fund for costs anticipated
by the Courts to implement of the sealing of cr","This amendment provides $300,561 the second year from the general fund for costs anticipated
by the Courts to implement of the sealing of criminal records law that goes into effect July 1,
2025. This is a placeholder amendment until the final fiscal impacts are known after the January
17, 2025, meeting of the Virginia State Crime Commission. There are companion amendment to
provide additional funding for this purpose to the Compensation Board for Clerks of Circuit
Court and Commonwealth's Attorneys, and to the Indigent Defense Commission.",Compensation Board for Clerks of Circuit Court and Commonwealth's Attorneys,"to the Compensation Board for Clerks of Circuit Court and Commonwealth's Attorneys, and to the Indigent Defense Commission",0.95,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,10,Herring,2025-11-21T11:06:31.107592-05:00,
HB1600-2025-member-33-027,member_request,HB1600,2025,House,Cousins,,,,33,,,Judicial Department FY24-25 FY25-26,,judicial,,12200000.0,0.0,12200000.0,True,False,"This amendment provides $12.2 million the second year from the general fund for costs
associated with House Bill 2223. The appropriation pro","This amendment provides $12.2 million the second year from the general fund for costs
associated with House Bill 2223. The appropriation provided herein backfills the Criminal Fund
for additional costs anticipated to provide legal representation at no cost to persons found
indigent.",,,,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,11,Cousins,2025-11-21T11:06:31.108015-05:00,
HB1600-2025-member-33-028,member_request,HB1600,2025,House,Callsen,,,,33,,,Judicial Department FY24-25 FY25-26,,judicial,,4000000.0,0.0,4000000.0,True,False,"This amendment provides $4.0 million the second year from the general fund for costs
associated with House Bill 2217, relating to the court ","This amendment provides $4.0 million the second year from the general fund for costs
associated with House Bill 2217, relating to the court appearance of a person not free on bail.
Specifically, $2.2 million of the amounts provided herein are estimated for costs to provide
court-appointed counsel at first appearance, and $1.8 million is for a new grant program to
localities who demonstrate both need and intention to provide counsel at first appearance. This
is a placeholder amendment until the final fiscal impacts are known",,,,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,11,Callsen,2025-11-21T11:06:31.109073-05:00,
HB1600-2025-member-33-029,member_request,HB1600,2025,House,Callsen,,,,33,,,Judicial Department FY24-25 FY25-26,,judicial,,45000000.0,0.0,45000000.0,True,False,"This amendment provides $45.0 million the second year from the general fund for additional
costs to the Criminal Fund anticipated from House","This amendment provides $45.0 million the second year from the general fund for additional
costs to the Criminal Fund anticipated from House Bill 1865, due to the increase of pay for
court-appointed counsel by increasing the per-hour and capped fees and/or removing the
statutory fee cap, as directed by the bill. This is a placeholder amendment until the final fiscal
impacts are known. Companion amendments to increase general fund appropriation for the
Indigent Defense Commission, Compensation Board, and Worker's Compensation Commission
provide for additional costs anticipated to result from the bill.",the Indigent Defense Commission,"for the Indigent Defense Commission, Compensation Board, and Worker's Compensation Commission provide for additional costs anticipated to result from the bill",0.95,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,12,Callsen,2025-11-21T11:06:31.110401-05:00,
HB1600-2025-member-33-030,member_request,HB1600,2025,House,Herring,,,,33,,,Judicial Department FY24-25 FY25-26,,judicial,,0.0,0.0,0.0,False,True,"This amendment removes $100,000 the second year from the general fund that was set-aside in
Chapter 2 for deposit to the Sealing Fee Fund in","This amendment removes $100,000 the second year from the general fund that was set-aside in
Chapter 2 for deposit to the Sealing Fee Fund in anticipation of expenses prior to the July 1,
12 Item Order
Request to Amend House Bill 1600, as Introduced
2025 implementation date.",the Sealing Fee Fund in anticipation of expenses prior to the July 1,"to the Sealing Fee Fund in anticipation of expenses prior to the July 1, 12 Item Order Request to Amend House Bill 1600, as Introduced 2025 implementation date",0.8,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,12,Herring,2025-11-21T11:06:31.111125-05:00,
HB1600-2025-member-34-031,member_request,HB1600,2025,House,Green,,,,34,,,Judicial Department FY24-25 FY25-26,,judicial,,312202.0,0.0,312202.0,True,False,"This amendment provides $312,202 the second year from the general fund to support costs
associated with House Bill 2249, which provides an a","This amendment provides $312,202 the second year from the general fund to support costs
associated with House Bill 2249, which provides an additional judgeship for the General
District Court in the 9th Judicial District.",,,,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,13,Green,2025-11-21T11:06:31.112019-05:00,
HB1600-2025-member-34-032,member_request,HB1600,2025,House,McQuinn,,,,34,,,Judicial Department FY24-25 FY25-26,,judicial,,312202.0,0.0,312202.0,True,False,"This amendment provides $312,202 the second year from the general fund to support costs
associated with an additional judgeship for the Gene","This amendment provides $312,202 the second year from the general fund to support costs
associated with an additional judgeship for the General District Court in the 12th Judicial
District.",,,,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,13,McQuinn,2025-11-21T11:06:31.112575-05:00,
HB1600-2025-member-34-033,member_request,HB1600,2025,House,Earley,,,,34,,,Judicial Department FY24-25 FY25-26,,judicial,,312202.0,0.0,312202.0,True,False,,,,,,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,13,Earley,2025-11-21T11:06:31.112676-05:00,
HB1600-2025-member-35-034,member_request,HB1600,2025,House,Delaney,,,,35,,,Judicial Department FY24-25 FY25-26,,judicial,,50000.0,0.0,50000.0,True,False,"This amendment provides $50,000 the second year from the general fund for costs associated
with House Bill 2260, related to the definition o","This amendment provides $50,000 the second year from the general fund for costs associated
with House Bill 2260, related to the definition of a child in need of supervision for the purposes
of juvenile and domestic relations district courts. This is a placeholder amendment until final
fiscal impacts are known.",,,,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,14,Delaney,2025-11-21T11:06:31.113497-05:00,
HB1600-2025-member-35-035,member_request,HB1600,2025,House,Earley,,,,35,,,Judicial Department FY24-25 FY25-26,,judicial,,312202.0,0.0,312202.0,True,False,"This amendment provides $312,202 the second year from the general fund to support costs
associated with an additional judgeship for the Juve","This amendment provides $312,202 the second year from the general fund to support costs
associated with an additional judgeship for the Juvenile and Domestic Relations Court in the
12th Judicial District.",,,,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,14,Earley,2025-11-21T11:06:31.113977-05:00,
HB1600-2025-member-40-036,member_request,HB1600,2025,House,Shin,,,,40,,,Judicial Department FY24-25 FY25-26,,judicial,,360836.0,0.0,360836.0,True,False,"This amendment provides $360,836 the second year from the general fund and three positions
for the Indigent Defense Council to increase serv","This amendment provides $360,836 the second year from the general fund and three positions
for the Indigent Defense Council to increase services provided to the Town of Herndon, Town
of Vienna, and City of Fairfax.",the Indigent Defense Council to increase services provided to the Town of Herndon,"for the Indigent Defense Council to increase services provided to the Town of Herndon, Town of Vienna, and City of Fairfax",0.95,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,14,Shin,2025-11-21T11:06:31.114325-05:00,
HB1600-2025-member-40-037,member_request,HB1600,2025,House,Callsen,,,,40,,,Judicial Department FY24-25 FY25-26,,judicial,,131700000.0,0.0,131700000.0,True,False,"This amendment provides $131.7 million the second year from the general fund to support
costs for the Indigent Defense Commission to impleme","This amendment provides $131.7 million the second year from the general fund to support
costs for the Indigent Defense Commission to implement the provisions of House Bill 1865.
The amounts in this amendment are the estimated need to establish a public defender office
covering each locality in the state, which would include 26 new offices, and as many as 400
additional assistant attorneys and 750 additional support positions. These estimates are assumed
to cover any costs associated with the bill's direction for the Commission to re-establish a
dedicated Appellate Defender's Office. This is a placeholder amendment until final costs are
known. Companion amendments to the Criminal Fund, Compensation Board, and Worker's
Compensation Commission provide for additional costs anticipated to result from the bill.",the Indigent Defense Commission to implement the provisions of House Bill 1865,for the Indigent Defense Commission to implement the provisions of House Bill 1865,0.95,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,15,Callsen,2025-11-21T11:06:31.115938-05:00,
HB1600-2025-member-40-038,member_request,HB1600,2025,House,Herring,,,,40,,,Judicial Department FY24-25 FY25-26,,judicial,,138193.0,0.0,138193.0,True,False,"This amendment provides $138,193 the second year from the general fund and one position for
Item Order 15
Request to Amend House Bill 1600, ","This amendment provides $138,193 the second year from the general fund and one position for
Item Order 15
Request to Amend House Bill 1600, as Introduced
anticipated costs to implement the sealing of criminal records law that goes into effect July 1,
2025. This is a placeholder amendment until the final fiscal impacts are known. Companion
amendments provide additional funding for this purpose to the Office of the Executive
Secretary of the Supreme Court, and to the Compensation Board for Commonwealth's
Attorneys and Clerks of Circuit Court.",,,,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,15,Herring,2025-11-21T11:06:31.116763-05:00,
HB1600-2025-member-49-039,member_request,HB1600,2025,House,Cherry,,,,49,,,Executive Offices FY24-25 FY25-26,,independent_agencies,,144160.0,0.0,144160.0,True,False,"This amendment provides $144,160 the second year from the general fund and one position to
support implementation costs of House Bill 1575, ","This amendment provides $144,160 the second year from the general fund and one position to
support implementation costs of House Bill 1575, which is anticipated to result in potential
additional costs to the Office of the Attorney General for enforcing campaign fundraising
violations put forth by the bill.",,,,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,16,Cherry,2025-11-21T11:06:31.117368-05:00,
HB1600-2025-member-49-040,member_request,HB1600,2025,House,Henson,,,,49,,,Executive Offices FY24-25 FY25-26,,independent_agencies,,126591.0,0.0,126591.0,True,False,"This amendment provides $127,000 from the general fund in fiscal year 2026 and one position
to support implementation of House Bill 2555, wh","This amendment provides $127,000 from the general fund in fiscal year 2026 and one position
to support implementation of House Bill 2555, which would create a process for automatic
hearings to modify certain marijuana-related offenses. This amendment is a placeholder until a
fiscal impact statement for the legislation is produced.",,,,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,16,Henson,2025-11-21T11:06:31.118173-05:00,
HB1600-2025-member-49-041,member_request,HB1600,2025,House,Cordoza,,,,49,,,"Request to Amend House Bill 1600, as Introduced",,independent_agencies,,0.0,0.0,0.0,False,False,"This amendment provides $50,000 the first year from the general fund to the Office of the
Attorney General to support costs associated with ","This amendment provides $50,000 the first year from the general fund to the Office of the
Attorney General to support costs associated with House Bill 2589, which allows nonprofit
organizations to supply to the Virginia Alcoholic Beverage Control Authority and the
Department of Transportation copies of informational materials about human trafficking at no
cost.",,,,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,16,Cordoza,2025-11-21T11:06:31.118601-05:00,
HB1600-2025-member-49-042,member_request,HB1600,2025,House,Maldonado,,,,49,,,Executive Offices FY24-25 FY25-26,,independent_agencies,,50000.0,0.0,50000.0,True,False,"This amendment provides $50,000 the second year from the general fund to support the
provisions of House Bill 2124, which establishes penalt","This amendment provides $50,000 the second year from the general fund to support the
provisions of House Bill 2124, which establishes penalties and enforcement responsibilities
related to the use of synthetic digital content. This is a placeholder amendment until final cost
impacts are known.",,,,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,17,Maldonado,2025-11-21T11:06:31.118963-05:00,
HB1600-2025-member-49-043,member_request,HB1600,2025,House,Maldonado,,,,49,,,Executive Offices FY24-25 FY25-26,,independent_agencies,,280000.0,0.0,280000.0,True,False,"This amendment provides $280,000 the second year from the general fund to support the
provisions of House Bill 2121, which establishes the C","This amendment provides $280,000 the second year from the general fund to support the
provisions of House Bill 2121, which establishes the Content Authenticity and Transparency
Act. This is a placeholder amendment until final cost impacts are known.",,,,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,17,Maldonado,2025-11-21T11:06:31.119492-05:00,
HB1600-2025-member-49-044,member_request,HB1600,2025,House,Maldonado,,,,49,,,Executive Offices FY24-25 FY25-26,,independent_agencies,,559708.0,0.0,559708.0,True,False,"This amendment provides $559,708 the second year from the general fund to support the
provisions of House Bill 2094, which relates to the de","This amendment provides $559,708 the second year from the general fund to support the
provisions of House Bill 2094, which relates to the development, deployment, and use of high-
risk artificial intelligence systems. This is a placeholder amendment until final cost impacts are
known.",,,,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,18,Maldonado,2025-11-21T11:06:31.120010-05:00,
HB1600-2025-member-49-045,member_request,HB1600,2025,House,Helmer,,,,49,,,Executive Offices FY24-25 FY25-26,,independent_agencies,,50000.0,0.0,50000.0,True,False,"This amendment provides $50,000 each year from the general fund to support the provisions of
House Bill 1608, which creates standards of res","This amendment provides $50,000 each year from the general fund to support the provisions of
House Bill 1608, which creates standards of responsible conduct for firearm industry members
and requires such members to establish and implement reasonable controls regarding the
manufacture, sale, distribution, use, and marketing of the firearm industry member's firearm-
related products. This is a placeholder amendment until final cost impacts are known.",,,,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,18,Helmer,2025-11-21T11:06:31.120368-05:00,
HB1600-2025-member-49-046,member_request,HB1600,2025,House,Davis,,,,49,,,Executive Offices FY24-25 FY25-26,,independent_agencies,,50000.0,0.0,50000.0,True,False,"This amendment provides $50,000 the second year from the general fund to support the
provisions of House Bill 2312, regarding the provision ","This amendment provides $50,000 the second year from the general fund to support the
provisions of House Bill 2312, regarding the provision of electronic discovery materials. This is
a placeholder amendment until final cost impacts are known.",,,,Amendment Member Requests/HB1600/HB1600 Member Requests.pdf,18,Davis,2025-11-21T11:06:31.120553-05:00,
