id,stage,billNumber,sessionYear,chamber,patronName,patronLISId,legislatorId,districtCode,itemNumber,subItem,agencyCode,agencyName,secretariatCode,spendingCategoryId,fiscalYear,deltaGF,deltaNGF,netAmount,isIncrease,isLanguageOnly,descriptionShort,descriptionFull,primaryRecipientName,recipientRawText,recipientConfidence,sourcePdfPath,sourcePage,sourceLineHint,createdAt,updatedAt
HB30-2024-member-123-016,member_request,HB30,2024,House,Askew,,,,123,,,Education FY24-25 FY25-26,,k12_education,,50000.0,0.0,50000.0,True,False,"This amendment provides $50,000 each year from the general fund pursuant to House Bill 564,
which establishes the Commonwealth's goal for co","This amendment provides $50,000 each year from the general fund pursuant to House Bill 564,
which establishes the Commonwealth's goal for compensating classified instructional support
Patron Order 7
Request to Amend House Bill 30, as Introduced
staff. This is a placeholder amendment until a fiscal impact statement is available.",,,,Amendment Member Requests/HB30 Member Request.pdf,7,Askew,2025-11-21T11:05:19.104511-05:00,
HB30-2024-member-124-017,member_request,HB30,2024,House,Askew,,,,124,,,Education FY24-25 FY25-26,,k12_education,,2000000.0,0.0,2000000.0,True,False,"This amendment provides $2.0 million in each year to support the YMCA's Power Scholars
Program.","This amendment provides $2.0 million in each year to support the YMCA's Power Scholars
Program.",,,,Amendment Member Requests/HB30 Member Request.pdf,8,Askew,2025-11-21T11:05:19.104672-05:00,
HB30-2024-member-132-018,member_request,HB30,2024,House,Askew,,,,132,,,Education: Higher Education FY24-25 FY25-26,,higher_education,,50000.0,0.0,50000.0,True,False,This amendment requests funds for the fiscal impact of House Bill 566.,This amendment requests funds for the fiscal impact of House Bill 566.,,,,Amendment Member Requests/HB30 Member Request.pdf,8,Askew,2025-11-21T11:05:19.105201-05:00,
HB30-2024-member-241-019,member_request,HB30,2024,House,Askew,,,,241,,,Education: Higher Education,,higher_education,,0.0,0.0,0.0,False,True,"This amendment requests additional HEETF allocations to supply first year students at Virginia
State University and UVA-Wise with technology","This amendment requests additional HEETF allocations to supply first year students at Virginia
State University and UVA-Wise with technology such as iPads and related accessories to
include keyboards, pencils, and earbuds.",,,,Amendment Member Requests/HB30 Member Request.pdf,8,Askew,2025-11-21T11:05:19.105575-05:00,
HB30-2024-member-258-020,member_request,HB30,2024,House,Askew,,,,258,,,Finance FY24-25 FY25-26,,independent_agencies,,50000.0,0.0,50000.0,True,False,"This amendment provides $50,000 in each year from the general fund to support administrative
costs for the Department of Taxation to impleme","This amendment provides $50,000 in each year from the general fund to support administrative
costs for the Department of Taxation to implement the provisions of House Bill 1292, which
establishes an income tax subtraction for up to $20,000 of firefighter benefits in taxable year
2024, up to $30,000 in taxable year 2025, and up to $40,000 in taxable year 2026 and each year
thereafter. This amendment is a placeholder until a fiscal impact statement for the bill is
produced.",the Department of Taxation to implement the provisions of House Bill 1292,"for the Department of Taxation to implement the provisions of House Bill 1292, which establishes an income tax subtraction for up to $20,000 of firefighter benefits in taxable year 2024, up to $30,000 in taxable year 2025, and up to $40,000 in taxable year 2026 and each year thereafter",0.95,Amendment Member Requests/HB30 Member Request.pdf,9,Askew,2025-11-21T11:05:19.106529-05:00,
HB30-2024-member-288-021,member_request,HB30,2024,House,Askew,,,,288,,,Health and Human Resources FY24-25 FY25-26,,health_and_human_resources,,2700000.0,0.0,2700000.0,True,False,"This amendment adds $2.7 million from the general fund and $2.7 million from nongeneral
funds each year to increase Medicaid payments to Chi","This amendment adds $2.7 million from the general fund and $2.7 million from nongeneral
funds each year to increase Medicaid payments to Children’s Hospital of The King’s Daughters
(CHKD",,,,Amendment Member Requests/HB30 Member Request.pdf,9,Askew,2025-11-21T11:05:19.108116-05:00,
HB30-2024-member-349-022,member_request,HB30,2024,House,Askew,,,,349,,,Labor FY24-25 FY25-26,,independent_agencies,,500000.0,0.0,500000.0,True,False,"This amendment provides $500,000 in each year from the general fund for the Department of
Labor and Industry to effectuate the provisions of","This amendment provides $500,000 in each year from the general fund for the Department of
Labor and Industry to effectuate the provisions of House Bill 1284 of the 2024 General
Assembly. This a placeholder amendment until a final fiscal impact statement is produced.",the Department of Labor and Industry to effectuate the provisions of House Bill 1284 of the 2024 General Assembly,for the Department of Labor and Industry to effectuate the provisions of House Bill 1284 of the 2024 General Assembly,0.95,Amendment Member Requests/HB30 Member Request.pdf,10,Askew,2025-11-21T11:05:19.108863-05:00,
HB30-2024-member-373-023,member_request,HB30,2024,House,Askew,,,,373,,,Natural and Historic Resources FY24-25 FY25-26,,independent_agencies,,0.0,0.0,0.0,False,False,"This amendment provides $3.8 million the first year from the general fund for the non-federal
share of costs of an Army Corps of Engineers e","This amendment provides $3.8 million the first year from the general fund for the non-federal
share of costs of an Army Corps of Engineers environmental restoration project at Money Point
in Chesapeake. The federal government has designated $11.3 million in federal funds toward
the project.",,,,Amendment Member Requests/HB30 Member Request.pdf,10,Askew,2025-11-21T11:05:19.109451-05:00,
HB30-2024-member-391-024,member_request,HB30,2024,House,Askew,,,,391,,,Public Safety and Homeland Security FY24-25 FY25-26,,public_safety_and_homeland_security,,100000.0,0.0,100000.0,True,False,"This amendment provides $100,000 each year from the general fund pursuant to House Bill
561. This amendment is a placeholder until a fiscal ","This amendment provides $100,000 each year from the general fund pursuant to House Bill
561. This amendment is a placeholder until a fiscal impact statement for the legislation is
provided.",,,,Amendment Member Requests/HB30 Member Request.pdf,11,Askew,2025-11-21T11:05:19.109991-05:00,
HB30-2024-member-426-025,member_request,HB30,2024,House,Askew,,,,426,,,Transportation FY24-25 FY25-26,,transportation,,100000.0,0.0,100000.0,True,False,"This amendment provides $100,000 from the general fund each year pursuant to the passage of
House Bill 565 of the 2024 General Assembly Sess","This amendment provides $100,000 from the general fund each year pursuant to the passage of
House Bill 565 of the 2024 General Assembly Session which provides that the information
gathered by the Department of Motor Vehicles for a person who indicates that he is already
registered to vote is to be automatically transmitted to the Department of Elections for the
purpose of updating an existing voter registration record.",,,,Amendment Member Requests/HB30 Member Request.pdf,11,Askew,2025-11-21T11:05:19.110574-05:00,
HB30-2024-member-88-026,member_request,HB30,2024,House,Austin,,,,88,,,Agriculture and Forestry FY24-25 FY25-26,,natural_resources,,292525.0,0.0,292525.0,True,False,"This amendment provides $292,525 at the Department of Agriculture and Consumer Services
to support the grant agreement with USDA to provide ","This amendment provides $292,525 at the Department of Agriculture and Consumer Services
to support the grant agreement with USDA to provide technical assistance to livestock
producers dealing with wildlife depredation.",,,,Amendment Member Requests/HB30 Member Request.pdf,12,Austin,2025-11-21T11:05:19.110931-05:00,
HB30-2024-member-98-027,member_request,HB30,2024,House,Austin,,,,98,,,Agriculture and Forestry FY24-25 FY25-26,,natural_resources,,0.0,0.0,0.0,False,False,"This amendment provides $300,000 the first year from the general fund to Rockbridge County
to support parking lot paving at the Virginia Hor","This amendment provides $300,000 the first year from the general fund to Rockbridge County
to support parking lot paving at the Virginia Horse Center.",Rockbridge County,to Rockbridge County to support parking lot paving at the Virginia Horse Center,0.95,Amendment Member Requests/HB30 Member Request.pdf,13,Austin,2025-11-21T11:05:19.111077-05:00,
HB30-2024-member-200-028,member_request,HB30,2024,House,Austin,,,,200,,,Education: Higher Education FY24-25 FY25-26,,higher_education,,50000.0,0.0,50000.0,True,False,,,,,,Amendment Member Requests/HB30 Member Request.pdf,13,Austin,2025-11-21T11:05:19.111177-05:00,
HB30-2024-member-206-029,member_request,HB30,2024,House,Austin,,,,206,,,Education: Higher Education FY24-25 FY25-26,,higher_education,,178500.0,0.0,178500.0,True,False,This amendment requests funding for the Associate Dean for Academic Support.,This amendment requests funding for the Associate Dean for Academic Support.,,,,Amendment Member Requests/HB30 Member Request.pdf,14,Austin,2025-11-21T11:05:19.111521-05:00,
HB30-2024-member-211-030,member_request,HB30,2024,House,Austin,,,,211,,,Education: Higher Education FY24-25 FY25-26,,higher_education,,14030278.0,0.0,14030278.0,True,False,This amendment requests funding to increase state support and limit tuition increases.,This amendment requests funding to increase state support and limit tuition increases.,,,,Amendment Member Requests/HB30 Member Request.pdf,14,Austin,2025-11-21T11:05:19.111754-05:00,
HB30-2024-member-236-031,member_request,HB30,2024,House,Austin,,,,236,,,Education: Higher Education FY24-25 FY25-26,,higher_education,,127665.0,0.0,127665.0,True,False,"This amendment requests additional funding to support salary adjustments to align salaries
Patron Order 14
Request to Amend House Bill 30, a","This amendment requests additional funding to support salary adjustments to align salaries
Patron Order 14
Request to Amend House Bill 30, as Introduced
with the region's market.",,,,Amendment Member Requests/HB30 Member Request.pdf,14,Austin,2025-11-21T11:05:19.111910-05:00,
HB30-2024-member-236-032,member_request,HB30,2024,House,Austin,,,,236,,,Education: Higher Education FY24-25 FY25-26,,higher_education,,75000.0,0.0,75000.0,True,False,"This amendment requests additional funding to conduct a needs assessment for a new
Workforce Academy.","This amendment requests additional funding to conduct a needs assessment for a new
Workforce Academy.",,,,Amendment Member Requests/HB30 Member Request.pdf,15,Austin,2025-11-21T11:05:19.112257-05:00,
HB30-2024-member-236-033,member_request,HB30,2024,House,Austin,,,,236,,,Education: Higher Education FY24-25 FY25-26,,higher_education,,168519.0,0.0,168519.0,True,False,"This amendment requests additional funding for a new Career and Workforce Training
Coordinator.","This amendment requests additional funding for a new Career and Workforce Training
Coordinator.",,,,Amendment Member Requests/HB30 Member Request.pdf,15,Austin,2025-11-21T11:05:19.112665-05:00,
HB30-2024-member-288-034,member_request,HB30,2024,House,Austin,,,,288,,,Health and Human Resources FY24-25 FY25-26,,health_and_human_resources,,1622880.0,0.0,1622880.0,True,False,"This amendment provides $1.6 million from the general fund each year and language to
increase the reimbursement for the University of Virgin","This amendment provides $1.6 million from the general fund each year and language to
increase the reimbursement for the University of Virginia (UVA",the University of Virginia (UVA,for the University of Virginia (UVA,0.95,Amendment Member Requests/HB30 Member Request.pdf,15,Austin,2025-11-21T11:05:19.113048-05:00,
HB30-2024-member-359-035,member_request,HB30,2024,House,Austin,,,,359,,,Recreation,,independent_agencies,,0.0,0.0,0.0,False,True,"This amendment restores 10 nongeneral fund positions included in fiscal year 2024 that were
not included in House Bill 30 as introduced.","This amendment restores 10 nongeneral fund positions included in fiscal year 2024 that were
not included in House Bill 30 as introduced.",,,,Amendment Member Requests/HB30 Member Request.pdf,16,Austin,2025-11-21T11:05:19.113193-05:00,
HB30-2024-member-371-036,member_request,HB30,2024,House,Austin,,,,371,,,Natural and Historic Resources FY24-25 FY25-26,,independent_agencies,,0.0,0.0,0.0,False,False,"This amendment provides $884,800 the first year from the general fund to Bedford County for
emergency stabilization the 1857 Slave Dwelling ","This amendment provides $884,800 the first year from the general fund to Bedford County for
emergency stabilization the 1857 Slave Dwelling at Thomas Jefferson's Poplar Forest. Poplar
Forest has completed a series of emergency stabilization measures to protect the structure,
Patron Order 16
Request to Amend House Bill 30, as Introduced
including buttressing the building with support beams in 1993 following a derecho, and a series
of repairs to secure the walls. A full restoration of the 1857 Slave Dwelling offers a unique
opportunity to reveal the untold stories of the enslaved African Americans who lived and
worked at Poplar Forest during the decades before and immediately following Emancipation
and to provide a physical space where visitors, and descendants can connect to their history. A
more equitable interpretation of all who lived here is central to our mission and our
responsibility to share the full story of Poplar Forest.",Bedford County for emergency stabilization the 1857 Slave Dwelling at Thomas Jefferson's Poplar Forest,to Bedford County for emergency stabilization the 1857 Slave Dwelling at Thomas Jefferson's Poplar Forest,0.95,Amendment Member Requests/HB30 Member Request.pdf,16,Austin,2025-11-21T11:05:19.113918-05:00,
HB30-2024-member-394-037,member_request,HB30,2024,House,Austin,,,,394,,,Public Safety and Homeland Security FY24-25 FY25-26,,public_safety_and_homeland_security,,94750.0,0.0,94750.0,True,False,"This amendment provides $94,750 each year from the general fund to support expansion of
pretrial services to the Counties of Botetourt and A","This amendment provides $94,750 each year from the general fund to support expansion of
pretrial services to the Counties of Botetourt and Alleghany.",,,,Amendment Member Requests/HB30 Member Request.pdf,17,Austin,2025-11-21T11:05:19.114179-05:00,
HB30-2024-member-2-038,member_request,HB30,2024,House,Ballard,,,,2,,,Auditor of Public Accounts Language,,independent_agencies,,0.0,0.0,0.0,False,True,"This language only amendment directs annual audits of local expenditures to include a review
of the use of any opioid settlement funds. Such","This language only amendment directs annual audits of local expenditures to include a review
of the use of any opioid settlement funds. Such review is to ensure compliance with guidelines,
Patron Order 18
Request to Amend House Bill 30, as Introduced
procedures, and criteria set forth by the Opioid Abatement Authority, and in turn, compliance
with specific national agreements and Virginia court orders related to such settlements, the
overarching statewide memorandum of understanding for allocation of opioid abatement
monies, and the provisions of Article 12, Chapter 22 of the Code of Virginia. A companion
amendment to House Bill 29 proposes the same language to require such reviews effective with
the current fiscal year.",,,,Amendment Member Requests/HB30 Member Request.pdf,18,Ballard,2025-11-21T11:05:19.115107-05:00,
HB30-2024-member-79-039,member_request,HB30,2024,House,Ballard,,,,79,,,Administration FY24-25 FY25-26,,independent_agencies,,0.0,1000000.0,1000000.0,True,False,"This amendment provides $3.0 million in the first year and $1.0 million in the second year
Patron Order 19
Request to Amend House Bill 30, a","This amendment provides $3.0 million in the first year and $1.0 million in the second year
Patron Order 19
Request to Amend House Bill 30, as Introduced
from the Commonwealth Opioid Abatement and Remediation (COAR",,,,Amendment Member Requests/HB30 Member Request.pdf,19,Ballard,2025-11-21T11:05:19.115389-05:00,
HB30-2024-member-124-040,member_request,HB30,2024,House,Ballard,,,,124,,,Education FY24-25 FY25-26,,k12_education,,50000.0,0.0,50000.0,True,False,"This amendment provides $50,000 in each year to the Western Virginia Public Education
Consortium. These funds will be used for the purposes ","This amendment provides $50,000 in each year to the Western Virginia Public Education
Consortium. These funds will be used for the purposes of teacher recruiting, increase rates of
retention, professional development training to improve instructional strategies, and aid in
programing to help provisionally licensed teachers obtain full licensing.",,,,Amendment Member Requests/HB30 Member Request.pdf,20,Ballard,2025-11-21T11:05:19.116166-05:00,
HB30-2024-member-125-041,member_request,HB30,2024,House,Ballard,,,,125,,,Education FY24-25 FY25-26,,k12_education,,0.0,0.0,0.0,False,False,This amendment is self-explanatory.,This amendment is self-explanatory.,,,,Amendment Member Requests/HB30 Member Request.pdf,20,Ballard,2025-11-21T11:05:19.116310-05:00,
HB30-2024-member-172-042,member_request,HB30,2024,House,Ballard,,,,172,,,Education: Higher Education FY24-25 FY25-26,,higher_education,,600000.0,0.0,600000.0,True,False,"This amendment requests funding to support the operations and maintenance of the Artis
Center for Adaptive Innovation and Creativity.","This amendment requests funding to support the operations and maintenance of the Artis
Center for Adaptive Innovation and Creativity.",,,,Amendment Member Requests/HB30 Member Request.pdf,21,Ballard,2025-11-21T11:05:19.116579-05:00,
HB30-2024-member-214-043,member_request,HB30,2024,House,Ballard,,,,214,,,Education: Higher Education FY24-25 FY25-26,,higher_education,,1404304.0,0.0,1404304.0,True,False,This amendment requests funding to support the Virginia Tech Corps of Cadets.,This amendment requests funding to support the Virginia Tech Corps of Cadets.,,,,Amendment Member Requests/HB30 Member Request.pdf,21,Ballard,2025-11-21T11:05:19.116707-05:00,
HB30-2024-member-271-044,member_request,HB30,2024,House,Ballard,,,,271,,,Health and Human Resources FY24-25 FY25-26,,health_and_human_resources,,1000000.0,0.0,1000000.0,True,False,"This amendment provides $1.0 million each year from the general fund for the Virginia
Department of Health to establish the Virginia Materna","This amendment provides $1.0 million each year from the general fund for the Virginia
Department of Health to establish the Virginia Maternal Health Loan Repayment Program.
Language sets out practitioners eligible to participate in the program.",the Virginia Department of Health,for the Virginia Department of Health to establish the Virginia Maternal Health Loan Repayment Program,0.95,Amendment Member Requests/HB30 Member Request.pdf,21,Ballard,2025-11-21T11:05:19.117223-05:00,
HB30-2024-member-288-045,member_request,HB30,2024,House,Ballard,,,,288,,,Health and Human Resources FY24-25 FY25-26,,health_and_human_resources,,500000.0,0.0,500000.0,True,False,"This amendment provides funding and language to add 20 graduate medical residency slots for
obstetric-gynecological medical residents, funde","This amendment provides funding and language to add 20 graduate medical residency slots for
obstetric-gynecological medical residents, funded through the Medicaid program to begin in
fiscal year 2025.",,,,Amendment Member Requests/HB30 Member Request.pdf,22,Ballard,2025-11-21T11:05:19.117657-05:00,
HB30-2024-member-347-046,member_request,HB30,2024,House,Ballard,,,,347,,,Health and Human Resources,,health_and_human_resources,,0.0,0.0,0.0,False,True,"This amendment adds language directing the Opioid Abatement Authority to provide as an
addendum to its requisite annual executive summary, a","This amendment adds language directing the Opioid Abatement Authority to provide as an
addendum to its requisite annual executive summary, an accounting of all activity related to
monies deposited, appropriated, and expended from the Commonwealth Opioid Abatement and
Remediation Fund.",,,,Amendment Member Requests/HB30 Member Request.pdf,22,Ballard,2025-11-21T11:05:19.117853-05:00,
HB30-2024-member-363-047,member_request,HB30,2024,House,Ballard,,,,363,,,Natural and Historic Resources FY24-25 FY25-26,,independent_agencies,,450000.0,0.0,450000.0,True,False,"This amendment provides $450,000 each year from the general fund and three positions to hire
additional water protection plan reviewers in t","This amendment provides $450,000 each year from the general fund and three positions to hire
additional water protection plan reviewers in the Department's Blue Ridge Regional Office.",,,,Amendment Member Requests/HB30 Member Request.pdf,23,Ballard,2025-11-21T11:05:19.118109-05:00,
HB30-2024-member-371-048,member_request,HB30,2024,House,Ballard,,,,371,,,Natural and Historic Resources FY24-25 FY25-26,,independent_agencies,,0.0,0.0,0.0,False,False,"This amendment provides $1.0 million the first year from the general fund for capital
improvements at the Montgomery Museum of Art and Histo","This amendment provides $1.0 million the first year from the general fund for capital
improvements at the Montgomery Museum of Art and History. The Museum plans to replace its
current HVAC system with a more modern and efficient system, and to install an elevator to
comply with requirements of the Americans with Disabilities Act.",,,,Amendment Member Requests/HB30 Member Request.pdf,23,Ballard,2025-11-21T11:05:19.118548-05:00,
HB30-2024-member-405-049,member_request,HB30,2024,House,Ballard,,,,405,,,Public Safety and Homeland Security FY24-25 FY25-26,,public_safety_and_homeland_security,,117106.0,0.0,117106.0,True,False,"This amendment provides $117,106 each year from the general fund and one position pursuant
to House Bill 304, which would establish the Virg","This amendment provides $117,106 each year from the general fund and one position pursuant
to House Bill 304, which would establish the Virginia Firefighting Facilities Grant Program.",,,,Amendment Member Requests/HB30 Member Request.pdf,24,Ballard,2025-11-21T11:05:19.118890-05:00,
